id,x,y,z,category
570,0.49140092,-0.41639364,0.85318976,c4
571,0.53718215,-0.40740493,0.78590278,c1
572,-0.00388162,-0.58955040,-0.91000371,c5
573,0.76825165,0.54216004,-0.58689475,c1
574,-0.84698481,-0.91285448,-0.63908938,c4
575,0.25804690,-0.00867065,-0.03838316,c6
576,0.87089340,0.31679241,-0.64105500,c4
577,0.94985482,-0.43974547,-0.86010833,c5
578,0.39022008,-0.44836591,0.20350326,c6
579,0.22214295,0.96393572,-0.42308390,c6
580,-0.10359142,-0.03428389,0.08491209,c6
581,0.81434077,-0.95262204,-0.72076003,c1
582,0.75809981,0.55254205,0.53395228,c1
583,0.37762093,-0.05425257,-0.28699216,c6
584,-0.60955655,0.34772974,-0.68361002,c5
585,0.65068046,0.36952767,0.51099026,c5
586,0.74337923,-0.22333249,-0.04749207,c6
587,0.26052210,0.01467586,0.80461498,c4
588,-0.58508184,-0.87282955,-0.13836326,c1
589,-0.85176454,-0.90222093,-0.81900176,c1
590,0.38942381,0.14713667,-0.86831391,c4
591,0.61977834,-0.98378949,0.26497602,c2
592,-0.59910647,0.76720352,-0.08632396,c3
593,-0.97824204,0.13328574,-0.07386475,c6
594,0.92123968,0.94840388,0.44126824,c5
595,-0.95778783,0.68841900,-0.88915488,c3
596,-0.22642905,-0.34517763,-0.32470280,c5
597,0.63639078,0.83227938,0.29928826,c0
598,0.37047355,0.95125162,0.57330151,c0
599,-0.42246328,-0.21305290,0.58749206,c2
600,-0.42270753,-0.77415148,-0.01594487,c2
601,-0.36733263,0.13106978,-0.60564015,c1
602,-0.79958723,-0.46220952,-0.83290137,c1
603,0.36335575,-0.78998133,0.79370223,c2
604,0.10054077,-0.91006836,0.93727041,c5
605,0.55151181,-0.32895511,0.47126824,c4
606,-0.06901467,-0.17354082,-0.56576202,c1
607,-0.74983635,-0.87656428,-0.69322333,c6
608,0.50093912,0.15554951,0.51702921,c5
609,0.45923879,0.92367078,-0.41905274,c5
610,0.76375983,-0.20297544,0.78356356,c2
611,-0.57365458,0.08557837,-0.19246799,c5
612,-0.56974856,-0.24499197,-0.78481666,c1
613,0.57255364,0.31549164,0.19034638,c6
614,-0.79305451,-0.58441839,-0.55381502,c1
615,-0.95682330,0.17240488,0.70530055,c6
616,0.65938228,0.76944124,0.65835023,c6
617,-0.11644771,0.35312977,-0.19256932,c3
618,-0.29960782,-0.24044660,-0.89952252,c6
619,0.83982375,0.10245162,-0.23706983,c2
620,0.70337681,0.75381130,0.23291294,c3
621,0.78472133,0.74828563,0.60618088,c2
622,-0.75940964,0.14269117,-0.50291807,c6
623,-0.23165654,0.36183311,0.72178441,c5
624,0.44642080,-0.93809150,-0.28997986,c2
625,0.69393795,-0.45726223,0.05159331,c6
626,-0.99432885,-0.75992574,-0.91609516,c0
627,0.61868332,0.32924195,-0.07325760,c1
628,0.76684069,-0.02864877,-0.12941385,c3
629,-0.32053002,0.23334288,-0.47532005,c4
630,-0.01959373,0.21311014,-0.36888169,c2
631,-0.35631851,-0.59905109,0.95119894,c6
632,0.16210350,-0.19141397,-0.86970910,c3
633,0.08497585,0.89703578,0.94746837,c0
634,0.58120807,-0.16546559,0.85616009,c4
635,0.18406671,0.11580286,-0.77793558,c0
636,0.37381692,0.07388756,0.16457994,c3
637,0.15450464,-0.68417060,-0.59199822,c5
638,0.28112954,-0.38658922,-0.95126644,c2
639,0.29345838,-0.71976920,0.64476486,c2
640,0.01272921,0.56635861,0.53366445,c4
641,-0.34250394,0.10181482,-0.21466096,c3
642,-0.76513573,0.92013110,-0.30419230,c6
643,0.36336650,-0.90676214,0.22824192,c6
644,0.18372931,0.50893008,-0.69247875,c4
645,-0.48621958,-0.17783878,-0.62544541,c6
646,-0.09625350,0.11141535,0.10661714,c1
647,0.74819171,0.27140730,0.70995287,c6
648,0.11084676,-0.32663900,-0.30910724,c2
649,-0.58142134,0.12411591,0.51173854,c3
650,0.68075108,-0.34468839,0.03766211,c3
651,-0.60977474,-0.82609951,-0.81912939,c0
652,0.76225171,-0.49476146,-0.35171296,c1
653,-0.53249763,0.86000434,-0.80100342,c4
654,-0.48450652,-0.74380388,0.31770849,c4
655,-0.55535095,0.92745693,-0.28951634,c1
656,0.47525497,0.24897797,0.52897777,c0
657,-0.21844626,-0.78776993,-0.27054994,c1
658,-0.46077019,0.97977321,-0.52721223,c5
659,0.90453558,0.55139424,-0.02820382,c5
660,0.58130794,0.07282271,-0.30799574,c3
661,0.13212559,0.81827479,-0.68776406,c3
662,0.68985681,0.37807535,0.35119708,c6
663,0.22584798,0.08260819,-0.13367205,c3
664,-0.96899733,0.19384429,-0.86882856,c2
665,-0.43399863,0.89569831,0.69750681,c3
666,-0.66308818,-0.38553685,0.74849915,c3
667,-0.04755998,-0.29942736,0.14911436,c0
668,0.01907183,0.00294236,0.10004986,c3
669,0.03035514,-0.63286143,0.80143088,c4
670,-0.09342718,0.58862532,0.03252235,c6
671,0.34105609,0.85233961,-0.94629357,c0
672,-0.39061130,0.18984471,-0.26302428,c3
673,-0.00224838,-0.01468836,-0.66880800,c6
674,0.50665841,0.06157871,-0.23163932,c0
675,0.98633118,-0.62246080,0.91717082,c4
676,-0.64003280,-0.13189275,-0.30994920,c4
677,0.09114611,-0.54198829,-0.59001039,c1
678,0.55162783,0.78066828,0.34337376,c5
679,0.44579094,0.63337969,0.80508981,c5
680,-0.05203813,-0.29988599,0.74214256,c1
681,0.70888458,0.57311109,0.20203882,c0
682,0.38758092,0.60456714,-0.40781317,c0
683,-0.13514838,0.61964745,-0.86343871,c0
684,0.79466788,-0.97792285,-0.56411596,c1
685,-0.35029642,-0.67643979,-0.46242967,c6
686,0.91725817,-0.37172349,-0.57830924,c4
687,0.60182012,-0.89629303,0.30919879,c2
688,-0.30947898,0.96903695,0.69867392,c5
689,-0.26226968,0.03238766,0.53783048,c6
690,-0.77495932,-0.69187428,0.43604205,c1
691,-0.14710607,0.74550088,-0.67586854,c4
692,0.42009770,-0.40013818,0.46767651,c2
693,0.44748262,0.47770011,0.24008124,c2
694,0.20195017,-0.41322774,0.56166281,c4
695,0.27716120,0.22254994,0.41100407,c0
696,0.38711497,-0.97775171,0.31482175,c0
697,-0.47113108,-0.98231763,0.22260019,c3
698,0.17064901,0.01820171,-0.32775922,c0
699,-0.37839931,-0.64504698,-0.34702297,c3
700,0.23943050,0.51772103,0.07180519,c3
701,0.63218831,-0.28440260,-0.77031946,c5
702,0.51044017,0.89272780,0.21372935,c4
703,0.34608177,0.23038713,-0.38827363,c1
704,-0.50595744,-0.33336719,0.45508801,c2
705,0.93313047,-0.53521375,-0.20336886,c3
706,-0.71773275,0.36199237,-0.17065250,c0
707,-0.75163554,0.32910739,-0.04755628,c2
708,0.16209009,-0.52683545,-0.30910299,c6
709,0.75777573,-0.88633189,0.87477644,c2
710,0.85371448,-0.43603460,-0.01542016,c0
711,-0.91090060,-0.35105295,0.06883637,c4
712,0.37385261,-0.50967473,0.14022464,c3
713,-0.79240497,0.59074029,0.45645654,c2
714,-0.47599329,-0.25205502,0.59217664,c1
715,0.21682784,-0.16968250,-0.29187278,c6
716,0.00375030,0.94495213,0.92382894,c6
717,-0.21555005,0.02957824,0.20002714,c5
718,-0.85099057,-0.60044267,0.63715374,c6
719,0.19298167,-0.71879177,-0.40394522,c1
720,0.29534395,-0.13728957,0.54723360,c5
721,0.01559269,0.89383553,0.05485959,c2
722,0.76622874,-0.63424320,0.80179266,c4
723,-0.58311661,0.30218686,0.06187323,c3
724,-0.51366503,0.19309356,-0.47427208,c6
725,-0.92133394,-0.89775617,0.88634085,c6
726,0.21981136,-0.02017415,0.09064050,c2
727,0.75074615,0.21139916,-0.33664768,c3
728,0.43356541,0.93442306,-0.99063316,c6
729,-0.57329648,0.15361297,-0.89912650,c3
730,-0.21445535,0.18637508,0.45551001,c4
731,-0.85532630,0.46956900,-0.18822254,c1
732,0.23801793,-0.74115142,-0.59202909,c0
733,0.41312914,0.25183088,-0.72912424,c6
734,-0.20414341,0.66634322,-0.57952044,c4
735,-0.73833957,-0.19500162,-0.60305033,c3
736,-0.13018419,-0.36265208,-0.98387368,c3
737,-0.08324239,-0.56913637,0.75978146,c2
738,0.26481578,0.96199711,0.70689315,c2
739,-0.89740865,-0.66143258,-0.58781439,c6
740,-0.20677701,0.96472697,0.63818487,c0
741,-0.03320574,0.67975541,0.34704008,c1
742,0.51313145,0.60193171,0.85836039,c6
743,-0.36875791,-0.29126561,-0.42068245,c3
744,-0.40835601,-0.31538022,0.21326399,c2
745,0.36783503,-0.93237147,0.85311669,c5
746,0.79315345,0.22607014,-0.13424347,c6
747,0.39927891,0.19653565,0.97369339,c1
748,-0.40737601,0.91448850,-0.55975326,c0
749,0.32486649,0.86868343,-0.23550799,c1
750,-0.08612773,0.71066359,-0.20777756,c1
751,-0.82874131,-0.14941429,0.64917665,c0
752,0.49284877,-0.42937659,0.40278180,c6
753,0.06826585,0.68719868,-0.14133762,c5
754,0.86591900,0.29329144,-0.60183539,c4
755,-0.45037104,0.61207719,0.26314649,c4
756,0.98314475,-0.50685708,0.19428348,c4
757,0.47880093,0.58253097,-0.17086024,c1
758,0.44656537,-0.30213887,0.76625515,c1
759,0.59972783,0.43978086,0.70149768,c6
760,-0.62652102,0.57099357,-0.45706829,c6
761,0.71263016,-0.80588490,0.91045174,c4
762,0.88472374,-0.74039173,-0.07356817,c4
763,0.47478408,0.43504557,0.70364062,c3
764,-0.78204089,-0.13304999,-0.56332796,c0
765,-0.17369736,0.86646402,-0.49685847,c0
766,-0.53405291,0.05009658,-0.51910201,c4
767,0.04091708,-0.03320165,-0.51249865,c2
768,0.93983345,0.74261503,-0.25178434,c0
769,0.40175804,0.77416880,-0.20123203,c6
770,0.15742901,-0.99778210,-0.77087736,c2
771,0.50213684,-0.20345570,-0.62547851,c3
772,-0.54350910,-0.01658047,-0.13996062,c5
773,0.17132670,0.04689862,0.40490552,c2
774,-0.76699625,0.03519221,0.79284040,c0
775,-0.97465599,-0.79663331,0.41465835,c2
776,-0.19553900,0.92362255,-0.71061438,c0
777,-0.35727044,0.89440080,0.97014427,c3
778,0.89814614,-0.82043239,0.24105152,c6
779,0.36532983,-0.89107311,-0.98861520,c2
780,0.76441393,0.57131124,0.31326244,c2
781,-0.27592180,-0.26849922,0.80908993,c6
782,0.91497168,-0.29777970,0.71502185,c4
783,0.48977620,-0.79753559,0.54668938,c5
784,0.48616047,0.73340089,0.59344353,c3
785,-0.65112520,0.30310212,-0.47263615,c2
786,0.22723645,-0.76864536,-0.94671711,c4
787,0.20425562,-0.93420313,0.00607625,c5
788,0.11365204,-0.85936509,-0.19853181,c1
789,-0.89898780,0.80918651,-0.35339702,c4
790,0.58533720,0.88150310,0.41663177,c5
791,0.77723124,-0.70167998,0.60356516,c2
792,-0.59001931,0.57258483,0.24364135,c2
793,0.83977384,-0.97018623,-0.77054009,c0
794,0.17131128,0.37852627,0.91313123,c4
795,-0.43494320,0.64200774,0.40669154,c5
796,0.38237906,-0.01734969,-0.51396643,c5
797,-0.67516620,-0.54987817,0.50460285,c5
798,-0.77616334,-0.81538712,0.22310963,c3
799,-0.36302330,-0.89358797,0.96150639,c3
800,0.90722047,-0.37694086,0.97948103,c0
801,-0.15874324,0.38532676,0.49171565,c1
802,-0.33676806,-0.37672023,0.22416097,c3
803,-0.59987407,-0.90633698,-0.08242363,c4
804,0.35501882,0.16986721,0.68458554,c4
805,-0.17550194,-0.89427725,-0.37350224,c5
806,0.71645637,0.00437190,-0.38385512,c3
807,0.22453015,0.52346897,-0.34701624,c0
808,-0.78457135,-0.15204144,-0.30328548,c4
809,0.48540364,0.96168211,0.38566428,c4
810,0.54210978,-0.25093761,0.54618659,c2
811,0.06810561,-0.04188376,-0.10067354,c6
812,0.72224514,-0.44395464,0.87100104,c1
813,0.43521007,0.50865529,-0.08805409,c4
814,-0.14456734,0.51485244,-0.76632303,c5
815,-0.89834081,-0.27253067,0.36671799,c2
816,0.47840406,-0.00833212,-0.55265622,c4
817,-0.68945545,0.63217084,0.63908900,c3
818,-0.44669389,-0.67942859,0.59527252,c5
819,-0.66611160,-0.94602911,-0.63121250,c1
820,0.08098184,0.77619453,-0.32459295,c1
821,-0.60157510,-0.32716454,0.91685550,c1
822,0.33925186,-0.32862324,0.86989535,c0
823,0.23638137,-0.82235835,0.44767977,c5
824,0.74619553,-0.42017815,-0.56037924,c0
825,-0.73874043,0.55133396,-0.36397699,c2
826,0.34843226,0.68375409,0.24373322,c5
827,0.36861688,0.48108050,0.99905519,c6
828,0.93440277,-0.75342550,0.88418050,c0
829,-0.63815237,-0.10657071,0.85338474,c5
830,0.77265030,0.21051712,-0.52476052,c1
831,-0.99703571,-0.38553556,0.89708980,c6
832,-0.02489813,0.91930525,-0.96195258,c4
833,-0.31162122,-0.84503751,0.41674952,c5
834,-0.51465043,-0.03419231,0.52013314,c0
835,-0.25031637,0.62054859,-0.88052475,c0
836,-0.30806825,-0.83530499,0.43994834,c1
837,-0.62056666,-0.25314722,0.58994182,c1
838,0.66661431,0.65009578,-0.84360118,c0
839,0.18192553,0.05966621,0.37241880,c6
840,0.02767193,-0.90174717,-0.23662430,c1
841,0.34898225,0.16009745,0.67780172,c4
842,0.42816936,-0.92482051,-0.39071325,c5
843,-0.53926876,0.13472867,-0.28435664,c2
844,0.66924260,-0.49068415,0.44158755,c3
845,0.91138710,-0.90922805,-0.34881505,c0
846,0.43838021,-0.71081497,-0.82368720,c5
847,-0.03996735,-0.18377452,-0.81261254,c5
848,0.67270453,-0.01395063,-0.70739244,c3
849,-0.59359992,0.56502984,0.77196283,c3
850,-0.45274704,-0.29843326,0.85225848,c3
851,0.89165227,-0.03277574,0.42940524,c4
852,0.08825915,0.04044678,-0.85577494,c2
853,-0.17583599,-0.93589718,0.21802234,c3
854,-0.58856567,0.20810711,-0.04582910,c6
855,-0.06969676,0.46837076,-0.68803351,c1
856,-0.41475150,0.23332962,-0.54100504,c3
857,-0.56978767,0.64930069,-0.29173395,c3
858,0.11921169,-0.68408328,0.74636280,c3
859,0.83858931,-0.65711114,0.55885659,c0
860,0.07715524,-0.70065245,0.95923782,c2
861,0.39046912,0.08701140,-0.87238782,c0
862,-0.18448699,-0.73156571,-0.93458745,c4
863,-0.90799513,-0.11841943,0.37237658,c5
864,0.34660266,-0.72802164,0.25203984,c0
865,-0.60375092,-0.02629899,-0.84800543,c4
866,0.32690689,-0.82957332,0.94516415,c2
867,-0.49606507,-0.23217399,-0.94165689,c0
868,0.67035469,0.60852795,0.45425280,c2
869,-0.71074247,-0.13908629,-0.12663732,c1
870,0.78660257,0.11298885,-0.75827278,c5
871,-0.14934487,0.20258343,-0.34891155,c5
872,0.44431585,-0.68486965,-0.18250584,c6
873,0.68659041,-0.61972818,-0.57531840,c5
874,-0.74055011,0.29854390,0.25847699,c3
875,0.49633172,-0.97061080,0.53846051,c1
876,-0.19146868,0.07174772,0.35314695,c4
877,-0.39426569,-0.63152423,0.60493204,c6
878,0.36693933,0.16584305,0.37105435,c2
879,0.01802159,-0.14064216,0.08682280,c0
880,-0.72781311,-0.64282964,0.45735987,c1
881,-0.91043360,0.99230413,-0.49588965,c2
882,0.91220201,-0.48503436,0.65236578,c2
883,0.83067225,-0.80381803,-0.73394552,c2
884,-0.66139103,0.57401665,-0.46395279,c1
885,0.83135453,0.87361359,0.12822847,c3
886,-0.49499037,0.63231915,-0.50241660,c1
887,0.81212183,-0.43886766,0.27455033,c4
888,0.13026461,-0.82626686,0.62988892,c4
889,0.79975713,0.21433896,-0.97568599,c6
890,0.18677457,-0.58436084,-0.75085504,c1
891,0.92809909,0.61805782,-0.83577926,c6
892,-0.98623853,-0.21840551,-0.96066945,c4
893,0.86382328,-0.07850682,-0.09458983,c1
894,0.05554980,0.49898941,0.82175383,c4
895,0.85722343,0.29838542,0.46549173,c0
896,0.22484784,-0.67829652,0.94958328,c2
897,0.41799268,-0.26783268,0.27557580,c0
898,0.89102892,0.37776174,0.32737899,c6
899,0.61600484,-0.07387973,-0.18769503,c1
900,0.49341264,0.14199101,0.05562391,c3
901,0.00709564,-0.66146944,0.05488535,c5
902,0.77954615,0.53367611,-0.29974492,c1
903,0.18384396,-0.65715439,0.56711773,c3
904,0.66848540,-0.86078388,0.18719489,c0
905,0.95135311,-0.48716977,0.20442891,c1
906,-0.26092363,0.55978063,-0.67811767,c5
907,-0.87196794,0.03272283,0.44590290,c6
908,-0.65676369,0.88396597,-0.06619575,c3
909,0.97137668,-0.76760825,-0.64868781,c1
910,-0.65576497,-0.71454849,0.64602661,c3
911,0.22875101,0.24749143,0.14314901,c2
912,0.47997613,0.74565585,-0.73027430,c5
913,-0.18683148,0.80461870,0.41365654,c3
914,0.35127825,-0.09860690,0.82371942,c3
915,-0.89592667,0.13146903,-0.04313979,c0
916,-0.96484370,0.01752915,0.17899852,c3
917,0.87312147,0.99199276,-0.77440108,c5
918,0.32310275,-0.91536213,-0.67174213,c6
919,-0.16503785,0.84655138,0.41355629,c0
920,0.58436886,-0.95834259,-0.71957233,c4
921,0.82301898,0.13707375,-0.83770809,c4
922,-0.74575410,0.12354642,0.58020472,c2
923,0.59027123,-0.30278763,0.89327262,c0
924,0.94734646,0.33394030,0.45258368,c1
925,-0.76496489,-0.71250039,-0.23509627,c6
926,-0.80411434,0.04280747,0.57238832,c0
927,-0.74825504,-0.74449601,0.25456025,c4
928,-0.18703760,-0.29089441,-0.54119725,c3
929,0.20673456,-0.67901360,-0.63438179,c3
930,-0.11915937,0.72843786,-0.50509732,c1
931,-0.96098165,0.48605637,-0.54051417,c0
932,0.36423060,-0.59429080,0.57218667,c1
933,-0.01392734,0.07032832,-0.28736518,c3
934,0.34857006,0.05278256,0.36010741,c4
935,0.13461702,-0.12892223,0.19863162,c2
936,0.90330559,-0.78886485,-0.79939711,c3
937,0.59639535,-0.55160234,0.59516865,c1
938,0.57017379,0.99951467,-0.37237225,c1
939,-0.69104275,0.53535456,-0.48390447,c1
940,0.47648255,-0.41340440,0.51168446,c3
941,-0.53856079,0.57314489,0.46845040,c3
942,-0.92660770,0.78863541,-0.17064542,c6
943,-0.45465409,-0.62874876,0.43449109,c2
944,0.49919726,0.79213084,0.05783005,c3
945,-0.96966857,0.89259855,-0.92127358,c1
946,0.56760669,0.00147413,0.19444439,c3
947,-0.33501949,0.16371043,0.57994744,c1
948,0.38102614,0.01160928,0.40120398,c5
949,0.40258983,-0.69013465,0.08825867,c0
950,-0.43116130,-0.29431171,-0.72568070,c6
951,-0.04805080,0.71525290,0.80710936,c4
952,-0.84931376,0.47772744,-0.26126382,c4
953,0.95312286,-0.69186992,-0.29967526,c1
954,0.02475067,0.58026350,-0.43233294,c1
955,-0.22176927,-0.02902248,-0.17586274,c5
956,-0.91896479,0.59700999,0.52712221,c5
957,-0.04277040,0.07565570,-0.71578216,c0
958,0.93964559,0.04051346,0.14544102,c5
959,-0.77130552,-0.85643872,0.81770714,c5
960,-0.68592866,-0.92519029,0.10782324,c6
961,0.21559974,-0.36921673,0.00024680,c0
962,-0.00053295,-0.63691996,-0.72413980,c2
963,0.72610046,0.83825933,0.07801068,c0
964,-0.51406643,0.04030751,-0.66793392,c2
965,-0.32068640,-0.05306802,-0.57526390,c1
966,-0.80320071,0.81093320,-0.95059081,c4
967,0.65609931,0.17790490,-0.37624487,c1
968,-0.64809859,0.17151242,-0.81415683,c3
969,-0.92515786,0.07759914,0.17502582,c1
970,0.45586716,0.75837103,0.00383826,c1
971,0.99223229,-0.07209062,-0.17283659,c2
972,0.41139505,-0.17973840,-0.58508744,c2
973,-0.47095309,-0.71863981,0.53447166,c3
974,-0.74246386,0.81601975,-0.25083673,c5
975,0.92093129,-0.37873774,0.03897404,c2
976,-0.46702473,0.13722033,-0.85020207,c3
977,0.19418013,0.14686869,-0.92255502,c5
978,0.26431233,0.95583372,-0.40733429,c4
979,0.46651880,0.68353118,-0.78655884,c2
980,0.57934349,0.19688203,-0.46921141,c4
981,-0.12711540,-0.28214366,-0.70566727,c2
982,0.94534246,0.63609540,-0.83610730,c6
983,0.11620798,-0.44213811,0.53333456,c0
984,0.03234175,0.12256822,0.33293948,c5
985,0.64319379,0.61813295,0.21653750,c5
986,-0.79858611,-0.07358462,-0.96034301,c1
987,0.44510257,0.82997826,0.03493963,c4
988,0.61795271,0.21142856,0.59107114,c0
989,-0.51646824,0.17658646,-0.95852249,c2
990,0.98995459,0.63273240,-0.63096306,c5
991,-0.25880303,0.35318230,-0.76694260,c1
992,0.93129967,0.05944083,-0.77523024,c4
993,-0.10228679,-0.44781707,-0.24241342,c0
994,-0.04996684,-0.57768671,0.49837655,c5
995,-0.36962383,0.37335412,-0.25399548,c5
996,-0.93835346,-0.31358905,-0.33661286,c3
997,-0.46005654,0.85896655,-0.23068581,c4
998,-0.97264116,0.94875302,-0.40371455,c1
999,0.70141583,0.65395200,-0.07938673,c0
