id,x,y,z,cluster_id
681,11.560000,-11.208333,6.045455,1
682,-12.440000,12.791667,6.045455,2
683,11.560000,12.791667,-5.954545,3
684,-11.700000,-12.125000,-6.590909,0
685,12.300000,-12.125000,5.409091,1
686,-11.700000,11.875000,5.409091,2
687,12.300000,11.875000,-6.590909,3
688,-12.980000,-11.020833,-5.204545,0
689,11.020000,-11.020833,6.795455,1
690,-12.980000,12.979167,6.795455,2
691,11.020000,12.979167,-5.204545,3
692,-12.240000,-11.937500,-5.840909,0
693,11.760000,-11.937500,6.159091,1
694,-12.240000,12.062500,6.159091,2
695,11.760000,12.062500,-5.840909,3
696,-11.500000,-12.854167,-6.477273,0
697,12.500000,-12.854167,5.522727,1
698,-11.500000,11.145833,5.522727,2
699,12.500000,11.145833,-6.477273,3
700,-12.780000,-11.750000,-5.090909,0
701,11.220000,-11.750000,6.909091,1
702,-12.780000,12.250000,6.909091,2
703,11.220000,12.250000,-5.090909,3
704,-12.040000,-12.666667,-5.727273,0
705,11.960000,-12.666667,6.272727,1
706,-12.040000,11.333333,6.272727,2
707,11.960000,11.333333,-5.727273,3
708,-11.300000,-11.562500,-6.363636,0
709,12.700000,-11.562500,5.636364,1
710,-11.300000,12.437500,5.636364,2
711,12.700000,12.437500,-6.363636,3
712,-12.580000,-12.479167,-7.000000,0
713,11.420000,-12.479167,5.000000,1
714,-12.580000,11.520833,5.000000,2
715,11.420000,11.520833,-7.000000,3
716,-11.840000,-11.375000,-5.613636,0
717,12.160000,-11.375000,6.386364,1
718,-11.840000,12.625000,6.386364,2
719,12.160000,12.625000,-5.613636,3
720,-11.100000,-12.291667,-6.250000,0
721,12.900000,-12.291667,5.750000,1
722,-11.100000,11.708333,5.750000,2
723,12.900000,11.708333,-6.250000,3
724,-12.380000,-11.187500,-6.886364,0
725,11.620000,-11.187500,5.113636,1
726,-12.380000,12.812500,5.113636,2
727,11.620000,12.812500,-6.886364,3
728,-11.640000,-12.104167,-5.500000,0
729,12.360000,-12.104167,6.500000,1
730,-11.640000,11.895833,6.500000,2
731,12.360000,11.895833,-5.500000,3
732,-12.920000,-11.000000,-6.136364,0
733,11.080000,-11.000000,5.863636,1
734,-12.920000,13.000000,5.863636,2
735,11.080000,13.000000,-6.136364,3
736,-12.180000,-11.916667,-6.772727,0
737,11.820000,-11.916667,5.227273,1
738,-12.180000,12.083333,5.227273,2
739,11.820000,12.083333,-6.772727,3
740,-11.440000,-12.833333,-5.386364,0
741,12.560000,-12.833333,6.613636,1
742,-11.440000,11.166667,6.613636,2
743,12.560000,11.166667,-5.386364,3
744,-12.720000,-11.729167,-6.022727,0
745,11.280000,-11.729167,5.977273,1
746,-12.720000,12.270833,5.977273,2
747,11.280000,12.270833,-6.022727,3
748,-11.980000,-12.645833,-6.659091,0
749,12.020000,-12.645833,5.340909,1
750,-11.980000,11.354167,5.340909,2
751,12.020000,11.354167,-6.659091,3
752,-11.240000,-11.541667,-5.272727,0
753,12.760000,-11.541667,6.727273,1
754,-11.240000,12.458333,6.727273,2
755,12.760000,12.458333,-5.272727,3
756,-12.520000,-12.458333,-5.909091,0
757,11.480000,-12.458333,6.090909,1
758,-12.520000,11.541667,6.090909,2
759,11.480000,11.541667,-5.909091,3
760,-11.780000,-11.354167,-6.545455,0
761,12.220000,-11.354167,5.454545,1
762,-11.780000,12.645833,5.454545,2
763,12.220000,12.645833,-6.545455,3
764,-11.040000,-12.270833,-5.159091,0
765,12.960000,-12.270833,6.840909,1
766,-11.040000,11.729167,6.840909,2
767,12.960000,11.729167,-5.159091,3
768,-12.320000,-11.166667,-5.795455,0
769,11.680000,-11.166667,6.204545,1
770,-12.320000,12.833333,6.204545,2
771,11.680000,12.833333,-5.795455,3
772,-11.580000,-12.083333,-6.431818,0
773,12.420000,-12.083333,5.568182,1
774,-11.580000,11.916667,5.568182,2
775,12.420000,11.916667,-6.431818,3
776,-12.860000,-13.000000,-5.045455,0
777,11.140000,-13.000000,6.954545,1
778,-12.860000,11.000000,6.954545,2
779,11.140000,11.000000,-5.045455,3
780,-12.120000,-11.895833,-5.681818,0
781,11.880000,-11.895833,6.318182,1
782,-12.120000,12.104167,6.318182,2
783,11.880000,12.104167,-5.681818,3
784,-11.380000,-12.812500,-6.318182,0
785,12.620000,-12.812500,5.681818,1
786,-11.380000,11.187500,5.681818,2
787,12.620000,11.187500,-6.318182,3
788,-12.660000,-11.708333,-6.954545,0
789,11.340000,-11.708333,5.045455,1
790,-12.660000,12.291667,5.045455,2
791,11.340000,12.291667,-6.954545,3
792,-11.920000,-12.625000,-5.568182,0
793,12.080000,-12.625000,6.431818,1
794,-11.920000,11.375000,6.431818,2
795,12.080000,11.375000,-5.568182,3
796,-11.180000,-11.520833,-6.204545,0
797,12.820000,-11.520833,5.795455,1
798,-11.180000,12.479167,5.795455,2
799,12.820000,12.479167,-6.204545,3
800,-12.460000,-12.437500,-6.840909,0
801,11.540000,-12.437500,5.159091,1
802,-12.460000,11.562500,5.159091,2
803,11.540000,11.562500,-6.840909,3
804,-11.720000,-11.333333,-5.454545,0
805,12.280000,-11.333333,6.545455,1
806,-11.720000,12.666667,6.545455,2
807,12.280000,12.666667,-5.454545,3
808,-13.000000,-12.250000,-6.090909,0
809,11.000000,-12.250000,5.909091,1
810,-13.000000,11.750000,5.909091,2
811,11.000000,11.750000,-6.090909,3
812,-12.260000,-11.145833,-6.727273,0
813,11.740000,-11.145833,5.272727,1
814,-12.260000,12.854167,5.272727,2
815,11.740000,12.854167,-6.727273,3
816,-11.520000,-12.062500,-5.340909,0
817,12.480000,-12.062500,6.659091,1
818,-11.520000,11.937500,6.659091,2
819,12.480000,11.937500,-5.340909,3
820,-12.800000,-12.979167,-5.977273,0
821,11.200000,-12.979167,6.022727,1
822,-12.800000,11.020833,6.022727,2
823,11.200000,11.020833,-5.977273,3
824,-12.060000,-11.875000,-6.613636,0
825,11.940000,-11.875000,5.386364,1
826,-12.060000,12.125000,5.386364,2
827,11.940000,12.125000,-6.613636,3
828,-11.320000,-12.791667,-5.227273,0
829,12.680000,-12.791667,6.772727,1
830,-11.320000,11.208333,6.772727,2
831,12.680000,11.208333,-5.227273,3
832,-12.600000,-11.687500,-5.863636,0
833,11.400000,-11.687500,6.136364,1
834,-12.600000,12.312500,6.136364,2
835,11.400000,12.312500,-5.863636,3
836,-11.860000,-12.604167,-6.500000,0
837,12.140000,-12.604167,5.500000,1
838,-11.860000,11.395833,5.500000,2
839,12.140000,11.395833,-6.500000,3
840,-11.120000,-11.500000,-5.113636,0
841,12.880000,-11.500000,6.886364,1
842,-11.120000,12.500000,6.886364,2
843,12.880000,12.500000,-5.113636,3
844,-12.400000,-12.416667,-5.750000,0
845,11.600000,-12.416667,6.250000,1
846,-12.400000,11.583333,6.250000,2
847,11.600000,11.583333,-5.750000,3
848,-11.660000,-11.312500,-6.386364,0
849,12.340000,-11.312500,5.613636,1
850,-11.660000,12.687500,5.613636,2
851,12.340000,12.687500,-6.386364,3
852,-12.940000,-12.229167,-5.000000,0
853,11.060000,-12.229167,7.000000,1
854,-12.940000,11.770833,7.000000,2
855,11.060000,11.770833,-5.000000,3
856,-12.200000,-11.125000,-5.636364,0
857,11.800000,-11.125000,6.363636,1
858,-12.200000,12.875000,6.363636,2
859,11.800000,12.875000,-5.636364,3
860,-11.460000,-12.041667,-6.272727,0
861,12.540000,-12.041667,5.727273,1
862,-11.460000,11.958333,5.727273,2
863,12.540000,11.958333,-6.272727,3
864,-12.740000,-12.958333,-6.909091,0
865,11.260000,-12.958333,5.090909,1
866,-12.740000,11.041667,5.090909,2
867,11.260000,11.041667,-6.909091,3
868,-12.000000,-11.854167,-5.522727,0
869,12.000000,-11.854167,6.477273,1
870,-12.000000,12.145833,6.477273,2
871,12.000000,12.145833,-5.522727,3
872,-11.260000,-12.770833,-6.159091,0
873,12.740000,-12.770833,5.840909,1
874,-11.260000,11.229167,5.840909,2
875,12.740000,11.229167,-6.159091,3
876,-12.540000,-11.666667,-6.795455,0
877,11.460000,-11.666667,5.204545,1
878,-12.540000,12.333333,5.204545,2
879,11.460000,12.333333,-6.795455,3
880,-11.800000,-12.583333,-5.409091,0
881,12.200000,-12.583333,6.590909,1
882,-11.800000,11.416667,6.590909,2
883,12.200000,11.416667,-5.409091,3
884,-11.060000,-11.479167,-6.045455,0
885,12.940000,-11.479167,5.954545,1
886,-11.060000,12.520833,5.954545,2
887,12.940000,12.520833,-6.045455,3
888,-12.340000,-12.395833,-6.681818,0
889,11.660000,-12.395833,5.318182,1
890,-12.340000,11.604167,5.318182,2
891,11.660000,11.604167,-6.681818,3
892,-11.600000,-11.291667,-5.295455,0
893,12.400000,-11.291667,6.704545,1
894,-11.600000,12.708333,6.704545,2
895,12.400000,12.708333,-5.295455,3
896,-12.880000,-12.208333,-5.931818,0
897,11.120000,-12.208333,6.068182,1
898,-12.880000,11.791667,6.068182,2
899,11.120000,11.791667,-5.931818,3
900,-12.140000,-11.104167,-6.568182,0
901,11.860000,-11.104167,5.431818,1
902,-12.140000,12.895833,5.431818,2
903,11.860000,12.895833,-6.568182,3
904,-11.400000,-12.020833,-5.181818,0
905,12.600000,-12.020833,6.818182,1
906,-11.400000,11.979167,6.818182,2
907,12.600000,11.979167,-5.181818,3
908,-12.680000,-12.937500,-5.818182,0
909,11.320000,-12.937500,6.181818,1
910,-12.680000,11.062500,6.181818,2
911,11.320000,11.062500,-5.818182,3
912,-11.940000,-11.833333,-6.454545,0
913,12.060000,-11.833333,5.545455,1
914,-11.940000,12.166667,5.545455,2
915,12.060000,12.166667,-6.454545,3
916,-11.200000,-12.750000,-5.068182,0
917,12.800000,-12.750000,6.931818,1
918,-11.200000,11.250000,6.931818,2
919,12.800000,11.250000,-5.068182,3
920,-12.480000,-11.645833,-5.704545,0
921,11.520000,-11.645833,6.295455,1
922,-12.480000,12.354167,6.295455,2
923,11.520000,12.354167,-5.704545,3
924,-11.740000,-12.562500,-6.340909,0
925,12.260000,-12.562500,5.659091,1
926,-11.740000,11.437500,5.659091,2
927,12.260000,11.437500,-6.340909,3
928,-11.000000,-11.458333,-6.977273,0
929,13.000000,-11.458333,5.022727,1
930,-11.000000,12.541667,5.022727,2
931,13.000000,12.541667,-6.977273,3
932,-12.280000,-12.375000,-5.590909,0
933,11.720000,-12.375000,6.409091,1
934,-12.280000,11.625000,6.409091,2
935,11.720000,11.625000,-5.590909,3
936,-11.540000,-11.270833,-6.227273,0
937,12.460000,-11.270833,5.772727,1
938,-11.540000,12.729167,5.772727,2
939,12.460000,12.729167,-6.227273,3
940,-12.820000,-12.187500,-6.863636,0
941,11.180000,-12.187500,5.136364,1
942,-12.820000,11.812500,5.136364,2
943,11.180000,11.812500,-6.863636,3
944,-12.080000,-11.083333,-5.477273,0
945,11.920000,-11.083333,6.522727,1
946,-12.080000,12.916667,6.522727,2
947,11.920000,12.916667,-5.477273,3
948,-11.340000,-12.000000,-6.113636,0
949,12.660000,-12.000000,5.886364,1
950,-11.340000,12.000000,5.886364,2
951,12.660000,12.000000,-6.113636,3
952,-12.620000,-12.916667,-6.750000,0
953,11.380000,-12.916667,5.250000,1
954,-12.620000,11.083333,5.250000,2
955,11.380000,11.083333,-6.750000,3
956,-11.880000,-11.812500,-5.363636,0
957,12.120000,-11.812500,6.636364,1
958,-11.880000,12.187500,6.636364,2
959,12.120000,12.187500,-5.363636,3
960,-11.140000,-12.729167,-6.000000,0
961,12.860000,-12.729167,6.000000,1
962,-11.140000,11.270833,6.000000,2
963,12.860000,11.270833,-6.000000,3
964,-12.420000,-11.625000,-6.636364,0
965,11.580000,-11.625000,5.363636,1
966,-12.420000,12.375000,5.363636,2
967,11.580000,12.375000,-6.636364,3
968,-11.680000,-12.541667,-5.250000,0
969,12.320000,-12.541667,6.750000,1
970,-11.680000,11.458333,6.750000,2
971,12.320000,11.458333,-5.250000,3
972,-12.960000,-11.437500,-5.886364,0
973,11.040000,-11.437500,6.113636,1
974,-12.960000,12.562500,6.113636,2
975,11.040000,12.562500,-5.886364,3
976,-12.220000,-12.354167,-6.522727,0
977,11.780000,-12.354167,5.477273,1
978,-12.220000,11.645833,5.477273,2
979,11.780000,11.645833,-6.522727,3
980,-11.480000,-11.250000,-5.136364,0
981,12.520000,-11.250000,6.863636,1
982,-11.480000,12.750000,6.863636,2
983,12.520000,12.750000,-5.136364,3
984,-12.760000,-12.166667,-5.772727,0
985,11.240000,-12.166667,6.227273,1
986,-12.760000,11.833333,6.227273,2
987,11.240000,11.833333,-5.772727,3
988,-12.020000,-11.062500,-6.409091,0
989,11.980000,-11.062500,5.590909,1
990,-12.020000,12.937500,5.590909,2
991,11.980000,12.937500,-6.409091,3
992,-11.280000,-11.979167,-5.022727,0
993,12.720000,-11.979167,6.977273,1
994,-11.280000,12.020833,6.977273,2
995,12.720000,12.020833,-5.022727,3
996,-12.560000,-12.895833,-5.659091,0
997,11.440000,-12.895833,6.340909,1
998,-12.560000,11.104167,6.340909,2
999,11.440000,11.104167,-5.659091,3
